"created_at","id_str","full_text","quote_count","reply_count","retweet_count","favorite_count","lang","user_id_str","conversation_id_str","username","tweet_url","image_url","location","followers_count"
"Sat Dec 16 03:09:06 +0000 2023","1735859568918606049","Down again today. Tapi negative covid. Cuma simptom kalini  kuat ooo. https://t.co/SrVWsA9E1y","0","1","0","3","in","1452710799198228480","1735859568918606049","igotReezinme","https://twitter.com/igotReezinme/status/1735859568918606049","https://pbs.twimg.com/media/GBcDEy5a4AAbKMU.jpg","Johor Bahru, Johor","124"
"Sat Dec 16 17:36:12 +0000 2023","1736077779668754697","Ada nok perammmm  baru baru ni je guna balik sebab update kene covid HAHAHAHAHAAHHAHA","0","0","1","1","in","970967263447625728","1736077779668754697","_AnisAlia_","https://twitter.com/_AnisAlia_/status/1736077779668754697","","","213"
"Sat Dec 16 07:29:04 +0000 2023","1735924992368587149","Ojo cedak cedak bagas sek bar covid koyone","1","1","1","0","in","99487438","1735924992368587149","koosnugrohoadt","https://twitter.com/koosnugrohoadt/status/1735924992368587149","","INA","436"
"Sat Dec 16 02:00:04 +0000 2023","1735842196203708778","Lu sama aja ngaconya dengan @datuakrajoangek  nganggep bahwa menjadi oposisi buruk dan bahkan bisa bikin bubar negara karena ada pandemi. Emangnya penanganan Covid-19 dengan kondisi unified government nir-oposisi bagus? Buruk dan hampir collapse dimana2.","0","8","32","98","in","231650754","1735842196203708778","mdrfhyt","https://twitter.com/mdrfhyt/status/1735842196203708778","","","687"
"Sat Dec 16 10:46:27 +0000 2023","1735974666068701416","Pihak pengurusan surau dan masjid diminta supaya menitikberatkan semula prosedur operasi standard (SOP) susulan laporan peningkatan kes COVID-19 pada masa ini.  (1/4) https://t.co/B2lH5ZQYen","0","3","5","9","in","1014057168960565248","1735974666068701416","TVPertiwi_MY","https://twitter.com/TVPertiwi_MY/status/1735974666068701416","https://pbs.twimg.com/media/GBdrc4cbMAAKnbN.jpg","Bandar Baru Bangi","4679"
"Sat Dec 16 12:15:19 +0000 2023","1735997027308470581","Cuma kejadian di HRS saja yang kena pasal covid.","0","1","1","5","in","1397877154478628869","1735997027308470581","sudahboleh","https://twitter.com/sudahboleh/status/1735997027308470581","","δέκατος κόσμος","266"
"Sat Dec 16 15:02:12 +0000 2023","1736039025373556771","Weekend me sardi. Lag raha COVID hua hai bc.","0","0","0","2","in","1281675801956474880","1736039025373556771","cutletpavv","https://twitter.com/cutletpavv/status/1736039025373556771","","Goa, India","846"
"Sat Dec 16 11:59:32 +0000 2023","1735993058066596303","Saya sangat paham emosi petugas dimasa2 covid dulu  walau di Tim pasokan pangan kmi rasakan situasi warga DKI yg tdk bisa beraktifitas normal dlm mencari nafkah utk keluarga. Bbrp bulan kmi memasok kebutuhan  dan memastikan bantuan sampai dirumah warga. Ini pengalaman berharga.","0","1","10","34","in","216261549","1735993058066596303","NediSetiadi","https://twitter.com/NediSetiadi/status/1735993058066596303","","Indonesia","13278"
"Sat Dec 16 06:13:05 +0000 2023","1735905870247231814","Lahhh tahu tahu covid haih😭😔","0","0","0","1","in","720512184783134720","1735905870247231814","afyqhmad","https://twitter.com/afyqhmad/status/1735905870247231814","","","8443"
"Sat Dec 16 14:31:16 +0000 2023","1736031239344419287","2 kali kene covid mmg mkn ubat ni brkesan utk batuk yg brpanjangan.","0","0","2","3","in","250684007","1736031239344419287","IzzahSwingT","https://twitter.com/IzzahSwingT/status/1736031239344419287","","johor","62"
"Sat Dec 16 10:48:51 +0000 2023","1735975267959701937","Covid-19: selangor rekod 4 326 kes  #covid19 #Semasa #MediaSelangor #SelangorTV #SemasaSTV #Selangor #BeritaSelangor https://t.co/1IakhmC7G0","0","0","4","1","in","275057058","1735975267959701937","Media_Selangor","https://twitter.com/Media_Selangor/status/1735975267959701937","https://pbs.twimg.com/media/GBdsSMyb0AEILmA.jpg","Shah Alam","65436"
